BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,CREW MEMBER 6 NAME,CREW MEMBER 6 SPECIES,CREW MEMBER 6 HEALTH,CREW MEMBER 6 PILOT SKILL,CREW MEMBER 6 ENGINE SKILL,CREW MEMBER 6 SHIELD SKILL,CREW MEMBER 6 WEAPON SKILL,CREW MEMBER 6 REPAIR SKILL,CREW MEMBER 6 COMBAT SKILL,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,CREW MEMBER 6 PILOTED EVASIONS,CREW MEMBER 6 JUMPS SURVIVED,CREW MEMBER 6 SKILLS MASTERED,CREW MEMBER 7 NAME,CREW MEMBER 7 SPECIES,CREW MEMBER 7 HEALTH,CREW MEMBER 7 PILOT SKILL,CREW MEMBER 7 ENGINE SKILL,CREW MEMBER 7 SHIELD SKILL,CREW MEMBER 7 WEAPON SKILL,CREW MEMBER 7 REPAIR SKILL,CREW MEMBER 7 COMBAT SKILL,CREW MEMBER 7 REPAIRS,CREW MEMBER 7 COMBAT KILLS,CREW MEMBER 7 PILOTED EVASIONS,CREW MEMBER 7 JUMPS SURVIVED,CREW MEMBER 7 SKILLS MASTERED,CREW MEMBER 8 NAME,CREW MEMBER 8 SPECIES,CREW MEMBER 8 HEALTH,CREW MEMBER 8 PILOT SKILL,CREW MEMBER 8 ENGINE SKILL,CREW MEMBER 8 SHIELD SKILL,CREW MEMBER 8 WEAPON SKILL,CREW MEMBER 8 REPAIR SKILL,CREW MEMBER 8 COMBAT SKILL,CREW MEMBER 8 REPAIRS,CREW MEMBER 8 COMBAT KILLS,CREW MEMBER 8 PILOTED EVASIONS,CREW MEMBER 8 JUMPS SURVIVED,CREW MEMBER 8 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
1,1,CIVILIAN,Civilian Sector,0%,0,0,4,15,"","The data you carry is vital to the remaining Federation fleet. You'll need supplies for the journey, so make sure to explore each sector before moving on to the next. But get to the exit before the pursuing Rebel fleet can catch up!  TIP: Autofire -  Autofire will let a weapon maintain its target. Just keep an eye on your missile count!","",10,30,16,0,5,4,100,8,2,2,0,2,1,0,1,1,0,4,0,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,100,0,0,0,0,0,0,0,0,0,0,0,Lana,Human,100,0,0,0,0,0,0,0,0,0,0,0,Atreyu,Zoltan,70,0,0,0,0,0,0,0,0,0,0,0,Thomas Bloch,Mantis,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,CIVILIAN,Civilian Sector,0%,1,16,4,84,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",26,30,17,1,5,4,100,8,2,2,0,2,0,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,100,0,0,0,0,0,0,0,0,0,1,0,Lana,Human,100,0,0,0,12,0,0,0,0,0,1,0,Atreyu,Zoltan,70,0,0,0,0,0,0,0,0,0,1,0,Thomas Bloch,Mantis,100,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,CIVILIAN,Civilian Sector,0%,2,28,4,147,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",38,30,16,2,7,4,8,8,2,0,0,2,0,0,1,1,0,4,2,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,24,6,0,0,0,0,0,0,0,12,2,0,Lana,Human,56,0,0,0,32,0,0,0,0,0,2,0,Atreyu,Zoltan,32,0,6,0,0,0,0,0,0,0,2,0,Thomas Bloch,Mantis,69,0,0,6,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,CIVILIAN,Civilian Sector,0%,2,28,5,162,"","","",38,28,15,2,7,5,16,8,2,2,0,2,1,0,1,0,1,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,73,6,0,0,0,0,0,0,0,12,3,0,Lana,Human,20,0,0,0,36,0,0,0,0,0,3,0,Atreyu,Zoltan,70,0,6,0,0,0,0,0,0,0,3,0,Thomas Bloch,Mantis,93,0,0,6,0,0,0,0,0,0,3,0,Ken,Engi,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JELLY_BUTTON_P_DLC,2,16,0,6,2,100,10,3,2,1,2,2,0,1,1,0,3,0,3,BEAM LONG,LASER HEAVY 1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"SLUG GEL",Bjorn,Human,100,0,0,Mikhail,Mantis,40,1,0,,,,,,,,,,,true,2,false,,0,1
5,1,CIVILIAN,Civilian Sector,0%,2,28,5,177,"","The mercenary ship masks its jump signature to mimic your own and then jumps off in the opposite direction. This should keep the Rebels guessing.","",24,28,14,2,7,5,46,8,2,2,0,2,1,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,100,6,0,0,0,0,0,0,0,12,4,0,Lana,Human,100,0,0,0,36,0,0,0,0,0,4,0,Atreyu,Zoltan,70,0,6,0,0,0,0,0,0,0,4,0,Thomas Bloch,Mantis,100,0,0,6,0,0,0,0,0,0,4,0,Ken,Engi,100,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANTIS_SCOUT_P,7,16,0,10,3,100,11,2,2,0,1,1,0,2,1,0,2,0,0,LASER HEAVY 1,BEAM 1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"",Berko,Human,100,0,0,Filip,Mantis,100,0,0,Monsvik,Human,100,0,0,,,,,,false,3,false,4,0,2
6,1,CIVILIAN,Civilian Sector,0%,3,41,5,242,"Solar Flares","The ship explodes, leaving behind a substantial collection of useful scrap material.","",37,28,13,3,9,5,28,8,2,2,0,2,1,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,100,6,0,0,0,0,0,0,0,12,5,0,Lana,Human,100,0,0,0,48,0,0,0,0,0,5,0,Atreyu,Zoltan,70,0,6,0,0,0,0,0,0,0,5,0,Thomas Bloch,Mantis,100,0,0,6,0,0,0,0,0,0,5,0,Ken,Engi,100,0,0,0,0,1,0,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,CIVILIAN,Civilian Sector,0%,4,56,5,309,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",52,28,14,4,9,5,40,8,2,2,0,2,1,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,100,6,0,0,0,0,0,0,0,12,6,0,Lana,Human,100,0,0,0,56,0,0,0,0,0,6,0,Atreyu,Zoltan,70,0,6,0,0,0,0,0,0,0,6,0,Thomas Bloch,Mantis,100,0,0,6,0,0,0,0,0,0,6,0,Ken,Engi,100,0,0,0,0,1,0,1,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,CIVILIAN,Civilian Sector,0%,5,75,5,383,"","The outpost hails you after the scout was destroyed, Thanks for the help. We've been harassed non-stop by those scouts. Take this on the house.","",71,27,13,6,11,5,50,8,2,2,0,2,1,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,100,6,0,0,0,0,0,0,0,12,7,0,Lana,Human,100,0,0,0,68,0,0,0,0,0,7,1,Atreyu,Zoltan,70,0,6,0,0,0,0,0,0,0,7,0,Thomas Bloch,Mantis,100,0,0,6,0,0,0,0,0,0,7,0,Ken,Engi,100,0,0,0,0,2,0,2,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,CIVILIAN,Civilian Sector,9%,5,75,5,398,"","Thank you for your business.","",59,27,18,6,11,5,52,8,2,2,0,2,1,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,100,6,0,0,0,0,0,0,0,12,8,0,Lana,Human,100,0,0,0,68,0,0,0,0,0,8,1,Atreyu,Zoltan,70,0,6,0,0,0,0,0,0,0,8,0,Thomas Bloch,Mantis,100,0,0,6,0,0,0,0,0,0,8,0,Ken,Engi,100,0,0,0,0,2,0,2,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,CIVILIAN,Civilian Sector,19%,5,75,6,413,"","","",59,27,17,6,11,6,66,8,2,2,0,2,1,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Vitas Varnas,Human,100,6,0,0,0,0,0,0,0,12,9,0,Lana,Human,100,0,0,0,76,0,0,0,0,0,9,1,Atreyu,Zoltan,70,0,6,0,0,0,0,0,0,0,9,0,Thomas Bloch,Mantis,100,0,0,6,0,0,0,0,0,0,9,0,Ken,Engi,100,0,0,0,0,2,0,2,0,0,6,0,Nekose,Rock,150,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANTIS_SCOUT_P_DLC,3,16,0,6,2,100,11,2,0,1,1,1,0,1,1,0,3,0,3,LASER BURST 3,LASER BURST 1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",Turing,Mantis,100,0,0,Randy Walker,Mantis,100,0,0,,,,,,,,,,,true,3,false,,0,1
