BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP WEAPON SLOT 4,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
1,1,CIVILIAN,Civilian Sector,0%,0,0,4,15,"","The data you carry is vital to the remaining Federation fleet. You'll need supplies for the journey, so make sure to explore each sector before moving on to the next. But get to the exit before the pursuing Rebel fleet can catch up!  TIP: Cloaking -  Cloaking prevents enemies from firing on your ship or charging their weapons. It also increases your base evasion by 60.","",10,30,16,0,5,4,100,8,2,2,0,2,1,0,1,1,0,4,0,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Ryan Maniscalco,Human,100,0,0,0,0,0,0,0,0,0,0,0,Matt,Human,100,0,0,0,0,0,0,0,0,0,0,0,Xemu,Zoltan,70,0,0,0,0,0,0,0,0,0,0,0,Swampson,Mantis,100,0,0,0,0,0,0,0,0,0,0,0,
2,1,CIVILIAN,Civilian Sector,0%,0,0,4,30,"","Your scans reveal an ore refinery and several factories, all standing still and empty. No life signs detected.","",10,30,15,0,5,4,100,8,2,2,0,2,1,0,1,1,0,4,3,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","",Ryan Maniscalco,Human,100,0,0,0,0,0,0,0,0,0,1,0,Matt,Human,100,0,0,0,0,0,0,0,0,0,1,0,Xemu,Zoltan,70,0,0,0,0,0,0,0,0,0,1,0,Swampson,Mantis,100,0,0,0,0,0,0,0,0,0,1,0,
3,1,CIVILIAN,Civilian Sector,4%,1,13,4,95,"Asteroid Field","The ship explodes, leaving behind a substantial collection of useful scrap material.","",23,30,15,0,6,4,100,8,2,2,0,2,1,0,1,1,0,4,3,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","MISSILES BREACH",Ryan Maniscalco,Human,100,1,0,0,0,0,0,0,0,2,2,0,Matt,Human,100,0,1,0,0,0,0,0,0,0,2,0,Xemu,Zoltan,70,0,0,0,8,0,0,0,0,0,2,0,Swampson,Mantis,100,0,0,3,0,0,0,0,0,0,2,0,
4,1,CIVILIAN,Civilian Sector,14%,2,39,4,179,"","The outpost hails you after the scout was destroyed, Thanks for the help. We've been harassed non-stop by those scouts. Take this on the house.","",49,30,17,2,6,4,87,8,2,2,0,2,0,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","MISSILES BREACH",Ryan Maniscalco,Human,100,2,0,0,0,0,0,0,0,4,3,0,Matt,Human,100,0,1,0,16,0,0,0,0,0,3,0,Xemu,Zoltan,70,0,1,0,8,0,0,0,0,0,3,0,Swampson,Mantis,100,0,0,4,0,0,0,0,0,0,3,0,
5,1,CIVILIAN,Civilian Sector,24%,2,39,4,194,"","A transmission from the nearby planet indicates an outpost below which offers supplies to travelers. You send down an away party to check it out.","System: battery, mind, hacking, Augment: BACKUP DNA, BATTERY BOOSTER, FTL JUMPER, Crew: Engi, Mantis, Rock, ",49,30,16,2,6,4,88,8,2,2,0,2,0,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","MISSILES BREACH",Ryan Maniscalco,Human,100,2,0,0,0,0,0,0,0,4,4,0,Matt,Human,100,0,1,0,16,0,0,0,0,0,4,0,Xemu,Zoltan,70,0,1,0,8,0,0,0,0,0,4,0,Swampson,Mantis,100,0,0,4,0,0,0,0,0,0,4,0,
6,1,CIVILIAN,Civilian Sector,34%,2,39,4,209,"","","",31,30,21,2,6,4,91,8,2,2,0,2,0,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","MISSILES BREACH",Ryan Maniscalco,Human,100,2,0,0,0,0,0,0,0,4,5,0,Matt,Human,100,0,1,0,16,0,0,0,0,0,5,0,Xemu,Zoltan,70,0,1,0,8,0,0,0,0,0,5,0,Swampson,Mantis,100,0,0,4,0,0,0,0,0,0,5,0,
7,1,CIVILIAN,Civilian Sector,44%,3,55,4,278,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",27,30,20,3,8,4,100,9,2,2,0,2,1,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","MISSILES BREACH",Ryan Maniscalco,Human,100,2,0,0,0,0,0,0,0,4,6,0,Matt,Human,100,0,1,0,28,0,0,0,0,0,6,0,Xemu,Zoltan,70,0,1,0,8,0,0,0,0,0,6,0,Swampson,Mantis,100,0,0,5,0,0,0,0,0,0,6,0,
8,1,CIVILIAN,Civilian Sector,53%,4,75,4,353,"","The slave ship is destroyed. They won't continue their evil trade, but many lives were probably lost on that ship.","",47,30,19,4,10,4,100,9,2,2,0,2,1,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","MISSILES BREACH",Ryan Maniscalco,Human,100,2,0,0,0,0,0,0,0,4,7,0,Matt,Human,100,0,1,0,40,0,0,0,0,0,7,0,Xemu,Zoltan,70,0,1,0,8,0,0,0,0,0,7,0,Swampson,Mantis,100,0,0,5,0,0,0,0,0,0,7,0,
9,1,CIVILIAN,Civilian Sector,63%,5,89,4,419,"","Searching the remains, you find that the cargo was military-grade Drone Schematics! You bring them aboard to install in your ship.","",61,29,18,4,10,4,100,9,2,2,0,2,1,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","MISSILES BREACH, SHIP REPAIR",Ryan Maniscalco,Human,100,2,0,0,0,0,0,0,0,4,8,0,Matt,Human,100,0,1,0,56,0,0,0,0,0,8,0,Xemu,Zoltan,70,0,1,0,8,0,0,0,0,0,8,0,Swampson,Mantis,100,0,0,6,0,0,0,0,0,0,8,0,
10,1,CIVILIAN,Civilian Sector,68%,6,105,4,488,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",77,28,17,5,11,4,100,9,2,1,0,2,2,0,1,1,0,4,4,0,LASER BURST 1,LASER BURST 1,LASER BURST 1,LASER BURST 1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"","MISSILES BREACH, SHIP REPAIR",Ryan Maniscalco,Human,100,6,0,0,0,0,0,0,0,12,9,0,Matt,Human,100,0,1,0,62,1,0,1,0,0,9,1,Xemu,Zoltan,70,0,3,0,8,1,0,1,0,0,9,0,Swampson,Mantis,100,0,0,9,0,1,0,1,0,0,9,0,
