BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
1,1,CIVILIAN,Civilian Sector,0%,0,0,3,15,"","The data you carry is vital to the remaining Federation fleet. You'll need supplies for the journey, so make sure to explore each sector before moving on to the next. But get to the exit before the pursuing Rebel fleet can catch up!  TIP: Grinding Sectors -  It can be beneficial to stay in a Sector for as long as possible to improve the ship since each Sector is increasingly difficult.","",10,30,16,0,20,3,94,8,2,2,0,2,1,0,1,1,0,2,0,0,BOMB LOCK,BOMB STUN,,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"CREW STIMS","",Liu Jun,Engi,100,0,0,0,0,0,0,0,0,0,0,0,Xin Xin,Mantis,100,0,0,0,0,0,0,0,0,0,0,0,Xemu,Lanius,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2,1,CIVILIAN,Civilian Sector,7%,0,8,3,42,"","You approach cautiously but you detect no danger. It appears to have been a small rest stop that was abandoned a while ago. You take what few supplies you can find.","",18,30,15,0,20,3,94,8,2,2,0,2,1,0,1,1,0,2,0,0,BOMB LOCK,BOMB STUN,,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"CREW STIMS","",Liu Jun,Engi,100,0,0,0,0,0,0,0,0,0,1,0,Xin Xin,Mantis,100,0,0,0,0,0,0,0,0,0,1,0,Xemu,Lanius,100,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
3,1,CIVILIAN,Civilian Sector,17%,1,18,4,102,"Asteroid Field","Now that their ship has been emptied of hostiles, you search it. Eventually you find a prisoner who offers to join your crew.","",28,25,14,0,20,4,95,8,2,2,0,2,1,0,1,1,0,2,0,0,BOMB LOCK,BOMB STUN,,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,"CREW STIMS","",Davion,Engi,100,0,0,0,0,0,0,0,0,0,0,0,Liu Jun,Engi,42,0,0,0,0,0,1,0,1,0,2,0,Xin Xin,Mantis,32,0,0,0,0,0,2,0,2,0,2,0,Xemu,Lanius,67,0,0,0,0,0,0,0,0,0,2,0,REBEL_SKINNY_P_DLC,10,16,0,7,0,90,9,3,2,0,3,3,0,1,1,0,2,0,0,MISSILES 1,LASER BURST 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",,,,,,,,,,,false,4,false,3,0,2
4,1,CIVILIAN,Civilian Sector,26%,1,31,4,137,"","Thank you! If you can just give us a count on their numbers perhaps we can get the Rebels to help. Added a quest marker to your map!","",41,25,13,0,20,4,88,8,2,2,0,2,2,0,1,1,0,2,0,0,BOMB LOCK,BOMB STUN,,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"CREW STIMS","",Liu Jun,Engi,100,0,0,0,0,0,0,1,1,0,3,0,Xin Xin,Mantis,100,0,0,0,0,0,1,0,2,0,3,0,Xemu,Lanius,83,0,0,0,0,0,0,0,0,0,3,0,Davion,Engi,100,0,0,0,0,1,0,1,0,0,1,0,
6,1,CIVILIAN,Civilian Sector,46%,2,51,4,227,"","There are no more life-signs remaining on the ship. You strip it of useful materials.","",61,23,11,1,22,4,50,8,2,2,0,2,2,0,1,1,0,2,0,0,BOMB LOCK,BOMB STUN,,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,"CREW STIMS","",Liu Jun,Engi,100,0,0,0,0,0,1,1,2,0,5,0,Xin Xin,Mantis,100,0,0,0,0,0,2,0,3,0,5,0,Xemu,Lanius,39,0,0,0,0,0,2,0,0,0,5,0,Davion,Engi,68,0,0,2,0,1,0,1,0,0,3,0,ROCK_SCOUT_P,8,16,0,6,0,91,12,2,2,0,1,1,0,2,2,0,3,0,0,LASER BURST 3,BEAM 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"ROCK ARMOR",,,,,,,,,,,false,,false,3,0,1
7,1,CIVILIAN,Civilian Sector,51%,3,70,4,300,"","With the patrol ship taken care of you hasten to leave. It won't be long before the other ships catch up.","",80,15,11,2,22,4,98,8,2,1,0,2,1,1,1,1,0,2,0,1,BOMB LOCK,BOMB STUN,,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,"CREW STIMS","",Liu Jun,Engi,0,0,0,0,0,0,2,1,2,0,6,0,Xin Xin,Mantis,100,0,0,0,0,0,2,1,3,0,6,0,Xemu,Lanius,100,0,0,0,0,0,3,0,0,0,6,0,Davion,Engi,37,0,0,0,0,0,2,1,2,0,4,0,MANTIS_SCOUT,5,16,0,10,0,45,13,2,2,0,2,2,0,1,0,1,3,0,2,LASER BURST 2 A,ION STUN,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",,,,,,,,,,,false,,false,,0,2
8,1,CIVILIAN,Civilian Sector,61%,3,70,4,315,"","A transmission from the nearby planet indicates an outpost below which offers supplies to travelers. You send down an away party to check it out.","System: drones, cloaking, battery, Weapon: LASER CHARGEGUN 2, LASER BURST 2 A, BEAM 3, Crew: Engi, Engi, Engi, ",124,15,10,2,22,4,93,8,2,2,0,2,2,0,1,1,0,2,0,0,,,,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"CREW STIMS","",Liu Jun,Engi,100,0,0,0,0,1,1,2,2,0,7,0,Xin Xin,Mantis,100,0,0,0,0,2,2,3,3,0,7,0,Xemu,Lanius,100,0,0,0,0,1,3,1,0,0,7,0,Davion,Engi,53,0,0,0,0,1,2,2,2,0,5,0,
10,1,CIVILIAN,Civilian Sector,76%,4,89,4,404,"","With your teleporter damaged and no way to fix it, you take one of the enemy ship's shuttles to return to your own ship.","",143,3,11,3,22,4,66,8,2,0,2,2,0,0,1,0,1,2,0,1,,,,0,0,0,,,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,"CREW STIMS","",Liu Jun,Engi,11,0,0,0,0,0,1,3,2,0,9,0,Xin Xin,Mantis,82,0,0,0,0,0,2,3,4,4,9,0,Xemu,Lanius,41,0,0,0,0,1,7,1,1,0,9,0,Davion,Engi,3,2,1,0,0,1,3,2,3,4,7,0,REBEL_SKINNY,10,16,0,10,0,82,9,2,2,0,2,0,0,2,1,0,3,0,0,LASER BURST 3,BEAM 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"",,,,,,,,,,,false,,false,3,0,2
11,1,CIVILIAN,Civilian Sector,81%,4,89,4,419,"","","",8,3,17,2,22,4,72,10,4,2,0,4,1,0,1,1,0,2,0,0,,,,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"CREW STIMS","",Liu Jun,Engi,100,0,0,0,0,1,0,4,2,0,10,0,Xin Xin,Mantis,97,0,0,0,0,0,2,3,4,4,10,0,Xemu,Lanius,57,0,0,0,0,3,7,3,1,0,10,0,Davion,Engi,100,0,0,0,0,4,2,6,3,4,8,0,
12,1,CIVILIAN,Civilian Sector,90%,4,89,4,434,"","Your abandoned crewmember is waiting on the ship when you return, trying not to dwell on the fate of his previous incarnation.","",8,3,16,2,22,4,72,10,4,2,0,4,1,0,1,1,0,2,0,0,,,,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"CREW STIMS","",Liu Jun,Engi,100,0,0,0,0,1,0,4,2,0,11,0,Xin Xin,Mantis,100,0,0,0,0,0,2,3,4,4,11,0,Xemu,Lanius,73,0,0,0,0,3,7,3,1,0,11,0,Davion,Engi,100,0,0,0,0,1,1,6,3,4,9,0,
