BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,DRONE SLOT 3,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
1,1,CIVILIAN,Civilian Sector,0%,0,0,3,15,"","The data you carry is vital to the remaining Federation fleet. You'll need supplies for the journey, so make sure to explore each sector before moving on to the next. But get to the exit before the pursuing Rebel fleet can catch up!  TIP: System Damage -  When a System fully breaks due to fire or boarders, the hull also takes one damage.","",10,30,16,3,4,3,94,7,2,2,0,2,1,0,1,1,0,2,0,0,LASER BURST 2,ION STUN,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","",James Pomeroy,Human,100,0,0,0,0,0,0,0,0,0,0,0,Chris Phillips,Lanius,100,0,0,0,0,0,0,0,0,0,0,0,Liu Jun,Human,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,CIVILIAN,Civilian Sector,0%,0,9,3,44,"","You locate the highest concentration of life forms and bring the ship alongside the station. Before you can begin to offload the survivors, a huge blast splits the station apart. Your ship is thrown away and some debris pierces your hull. You watch helplessly as the last of the survivors are consumed in the collapse of the station.","",19,26,15,3,4,3,94,7,2,2,0,2,1,0,1,1,0,2,0,0,LASER BURST 2,ION STUN,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,"","",James Pomeroy,Human,100,0,0,0,0,0,0,0,0,0,1,0,Chris Phillips,Lanius,100,0,0,0,0,0,0,0,0,0,1,0,Liu Jun,Human,100,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,CIVILIAN,Civilian Sector,0%,1,16,3,99,"","You access the recent scans from the unguarded station. Your map has been updated with details of the surrounding area.","",26,25,14,3,4,3,93,7,2,2,0,2,1,0,1,1,0,2,2,0,LASER BURST 2,ION STUN,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","",James Pomeroy,Human,100,0,0,0,0,1,0,1,0,0,2,0,Chris Phillips,Lanius,82,0,0,0,0,1,0,1,0,0,2,0,Liu Jun,Human,84,0,0,0,6,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,CIVILIAN,Civilian Sector,0%,1,16,3,114,"","Your jump leads you to nothing but empty space. This Jump Beacon serves no purpose other than as a connection.","",26,25,13,3,4,3,93,7,2,2,0,2,1,0,1,1,0,2,2,0,LASER BURST 2,ION STUN,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","",James Pomeroy,Human,100,0,0,0,0,1,0,1,0,0,3,0,Chris Phillips,Lanius,90,0,0,0,0,1,0,1,0,0,3,0,Liu Jun,Human,92,0,0,0,6,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,CIVILIAN,Civilian Sector,8%,2,35,3,188,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",45,22,15,3,5,3,53,7,2,2,0,2,2,0,1,1,0,2,2,0,LASER BURST 2,ION STUN,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","",James Pomeroy,Human,100,0,0,0,0,1,0,1,0,0,4,0,Chris Phillips,Lanius,98,0,0,0,0,2,0,2,0,0,4,0,Liu Jun,Human,100,0,0,0,14,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,CIVILIAN,Civilian Sector,18%,2,35,3,203,"","Great. Take this bit of fuel as a down-payment. We'll be one step behind you, following your jump signatures. Don't want to take any risks now, do we? Added a quest marker to your map!","",45,22,15,3,5,3,54,7,2,2,0,2,2,0,1,1,0,2,2,0,LASER BURST 2,ION STUN,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","",James Pomeroy,Human,100,0,0,0,0,1,0,1,0,0,5,0,Chris Phillips,Lanius,100,0,0,0,0,2,0,2,0,0,5,0,Liu Jun,Human,100,0,0,0,14,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JELLY_BUTTON,9,16,0,10,2,100,9,3,2,0,2,1,0,1,1,0,2,0,0,ION 1,LASER HEAVY 1,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SLUG GEL",Graffin,Slug,100,0,0,Alex Rigopulos,Slug,100,0,0,,,,,,,,,,,false,,false,,0,1
7,1,CIVILIAN,Civilian Sector,28%,2,43,3,230,"","Federation sympathizers contact you as you arrive. We know your mission should be secret, so don't ask how we know about it. Take this schematic, it's all we can do to help.","",53,22,14,3,5,3,54,7,2,2,0,2,2,0,1,1,0,2,2,0,LASER BURST 2,ION STUN,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","REPAIR",James Pomeroy,Human,100,0,0,0,0,1,0,1,0,0,6,0,Chris Phillips,Lanius,100,0,0,0,0,2,0,2,0,0,6,0,Liu Jun,Human,100,0,0,0,14,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,CIVILIAN,Civilian Sector,37%,2,65,3,278,"","Shortly after you arrive, the ship you were escorting jumps nearby. They thank you for your help and offer you a reward.","",75,22,15,3,7,3,55,7,2,2,0,2,2,0,1,1,0,2,2,0,LASER BURST 2,ION STUN,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","REPAIR",James Pomeroy,Human,100,0,0,0,0,1,0,1,0,0,7,0,Chris Phillips,Lanius,100,0,0,0,0,2,0,2,0,0,7,0,Liu Jun,Human,100,0,0,0,14,0,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,CIVILIAN,Civilian Sector,47%,2,65,4,293,"","","",75,20,14,3,7,4,87,7,2,2,0,2,2,0,1,1,0,2,2,0,LASER BURST 2,ION STUN,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","REPAIR",James Pomeroy,Human,100,0,0,0,0,2,0,2,0,0,8,0,Chris Phillips,Lanius,100,0,0,0,0,3,0,3,0,0,8,0,Liu Jun,Human,100,0,0,0,19,0,0,0,0,0,8,0,Kirby,Rock,150,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,ROCK_SCOUT_P_DLC,2,16,0,6,2,99,13,3,0,3,1,1,0,2,2,0,2,0,2,LASER BURST 1,BEAM 1,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ROCK ARMOR",Liam,Rock,90,0,0,Wai-Shing,Human,1,1,0,,,,,,,,,,,true,2,false,1,0,1
10,1,CIVILIAN,Civilian Sector,57%,2,65,4,308,"","The space station here has a traveling merchant who shows you his wares.","Crew: Rock, Engi, Human, Weapon: LASER HULL 1, BEAM LONG, SHOTGUN, System: teleporter, mind, hacking, ",10,20,13,3,7,4,89,7,2,2,0,2,2,0,1,1,0,2,2,0,LASER BURST 2,ION STUN,SHOTGUN,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","REPAIR",James Pomeroy,Human,100,0,0,0,0,2,0,2,0,0,9,0,Chris Phillips,Lanius,100,0,0,0,0,3,0,3,0,0,9,0,Liu Jun,Human,100,0,0,0,19,0,0,0,0,0,9,0,Kirby,Rock,150,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
11,1,CIVILIAN,Civilian Sector,67%,3,84,4,381,"","The ship explodes, leaving behind a collection of useful scrap material.","",29,8,13,3,9,4,58,7,2,2,0,2,2,0,1,1,0,2,1,0,LASER BURST 2,SHOTGUN,ION STUN,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"","REPAIR",James Pomeroy,Human,100,0,0,0,0,2,0,2,0,0,10,0,Chris Phillips,Lanius,100,0,0,0,0,5,0,5,0,0,10,0,Liu Jun,Human,17,0,0,0,20,0,0,0,0,0,10,0,Kirby,Rock,13,0,0,0,1,1,0,1,0,0,2,0,,,,,,,,,,,,,,,
