BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,CREW MEMBER 6 NAME,CREW MEMBER 6 SPECIES,CREW MEMBER 6 HEALTH,CREW MEMBER 6 PILOT SKILL,CREW MEMBER 6 ENGINE SKILL,CREW MEMBER 6 SHIELD SKILL,CREW MEMBER 6 WEAPON SKILL,CREW MEMBER 6 REPAIR SKILL,CREW MEMBER 6 COMBAT SKILL,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,CREW MEMBER 6 PILOTED EVASIONS,CREW MEMBER 6 JUMPS SURVIVED,CREW MEMBER 6 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
1,1,CIVILIAN,Civilian Sector,0%,0,0,4,15,"","The data you carry is vital to the remaining Federation fleet. You'll need supplies for the journey, so make sure to explore each sector before moving on to the next. But get to the exit before the pursuing Rebel fleet can catch up!  TIP: Targets -  Prioritize your targeting in combat. Weapons and Shields are usually the best choice, but if they're fleeing, hit their Engines or Piloting to prevent escape.","",10,30,16,0,18,4,100,8,2,2,0,2,1,0,2,1,0,3,0,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,0,0,0,0,0,0,0,0,0,0,0,Christoph Z,Rock,150,0,0,0,0,0,0,0,0,0,0,0,Atreyu,Rock,150,0,0,0,0,0,0,0,0,0,0,0,Elnubnub,Rock,150,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,CIVILIAN,Civilian Sector,0%,0,0,4,30,"","Your jump leads you to nothing but empty space. This Jump Beacon serves no purpose other than as a connection.","",10,30,15,0,18,4,100,8,2,2,0,2,1,0,2,1,0,3,0,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,0,0,0,0,0,0,0,0,0,1,0,Christoph Z,Rock,150,0,0,0,0,0,0,0,0,0,1,0,Atreyu,Rock,150,0,0,0,0,0,0,0,0,0,1,0,Elnubnub,Rock,150,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,CIVILIAN,Civilian Sector,0%,1,22,4,108,"","There are no more life-signs remaining on the ship. You strip it of useful materials.","",32,30,17,0,18,4,100,8,2,2,0,2,2,0,2,1,0,3,2,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,1,0,0,0,0,0,0,0,2,2,0,Christoph Z,Rock,150,0,1,0,0,0,0,0,0,0,2,0,Atreyu,Rock,150,0,0,0,3,0,0,0,0,0,2,0,Elnubnub,Rock,150,0,0,1,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK_SCOUT_P,1,16,0,6,0,0,13,3,0,3,2,2,0,2,0,2,2,0,2,LASER HEAVY 1,LASER HEAVY 1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,"ROCK ARMOR",,,,,,,,,,,,,,,,true,3,true,4,0,1
4,1,CIVILIAN,Civilian Sector,3%,2,40,4,180,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",25,30,17,0,20,4,100,8,2,2,0,2,2,0,2,1,0,3,2,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,2,0,0,0,0,0,0,0,4,3,0,Christoph Z,Rock,150,0,2,0,0,0,0,0,0,0,3,0,Atreyu,Rock,150,0,0,0,8,0,0,0,0,0,3,0,Elnubnub,Rock,150,0,0,5,0,2,0,2,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,CIVILIAN,Civilian Sector,13%,3,55,4,248,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",40,30,19,0,21,4,40,8,2,2,0,2,0,0,2,0,0,3,2,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,2,0,0,0,0,0,0,0,4,4,0,Christoph Z,Rock,150,0,2,0,0,0,0,0,0,0,4,0,Atreyu,Rock,150,0,0,0,13,0,0,0,0,0,4,0,Elnubnub,Rock,150,0,0,14,0,2,0,2,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,CIVILIAN,Civilian Sector,18%,3,55,4,263,"","You see a small station nearby and feel the shudder of shots ringing through the ship. You can't be sure without sensors, but it seems there may be intruders on the ship!","",40,30,18,0,21,4,52,8,2,2,0,2,1,0,2,1,0,3,0,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,2,0,0,0,0,0,0,0,4,5,0,Christoph Z,Rock,150,0,2,0,0,0,0,0,0,0,5,0,Atreyu,Rock,150,0,0,0,13,0,0,0,0,0,5,0,Elnubnub,Rock,150,0,0,14,0,2,0,2,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,CIVILIAN,Civilian Sector,23%,3,55,5,278,"","","",40,27,17,0,18,5,100,8,2,2,0,2,2,0,2,1,1,3,2,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,4,0,0,0,0,0,0,0,8,6,0,Christoph Z,Rock,150,0,4,0,0,0,2,0,2,0,6,0,Atreyu,Rock,150,0,0,0,17,1,0,1,0,0,6,0,Elnubnub,Rock,150,0,0,15,0,2,1,2,1,0,6,0,Markus,Human,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,JELLY_BUTTON_P,2,16,0,10,2,89,10,3,0,3,2,0,2,1,1,0,3,0,3,LASER BURST 2 A,ION 1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SLUG GEL",Jill,Human,17,1,0,GM Faux,Mantis,6,2,0,,,,,,true,2,false,,0,1
8,1,CIVILIAN,Civilian Sector,33%,4,71,5,347,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",56,27,19,1,18,5,100,8,2,2,0,2,2,0,2,1,0,3,2,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,4,0,0,0,0,0,0,0,8,7,0,Christoph Z,Rock,150,0,4,0,0,0,2,0,2,0,7,0,Atreyu,Rock,150,0,0,0,23,1,0,1,0,0,7,0,Elnubnub,Rock,150,0,0,15,0,3,1,3,1,0,7,0,Markus,Human,100,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
9,1,CIVILIAN,Civilian Sector,43%,4,71,6,362,"","","",56,27,18,1,18,6,100,8,2,2,0,2,2,0,2,1,0,3,2,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,4,0,0,0,0,0,0,0,8,8,0,Christoph Z,Rock,150,0,4,0,0,0,2,0,2,0,8,0,Atreyu,Rock,150,0,0,0,26,1,0,1,0,0,8,0,Elnubnub,Rock,150,0,0,15,0,3,1,3,1,0,8,0,Markus,Human,100,0,0,0,0,0,0,0,0,0,2,0,Kadreal,Mantis,100,0,0,0,0,0,0,0,0,0,0,0,JELLY_BUTTON_P_DLC,3,16,0,6,2,89,10,3,2,0,2,2,0,1,1,0,3,0,3,BEAM LONG,ION 1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SLUG GEL",Bomfy M,Rock,150,0,0,King,Mantis,40,0,0,,,,,,true,3,false,2,0,1
10,1,CIVILIAN,Civilian Sector,52%,4,71,6,377,"","Your search is hopeless. Your sensors can't pick up anything in the nebula.","",56,27,17,1,18,6,100,8,2,2,0,2,2,0,2,1,0,3,2,0,LASER HEAVY 1 SP,BOMB FIRE,,,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"ROCK ARMOR","",Mr Buga,Rock,150,4,0,0,0,0,0,0,0,8,9,0,Christoph Z,Rock,150,0,4,0,0,0,2,0,2,0,9,0,Atreyu,Rock,150,0,0,0,26,1,0,1,0,0,9,0,Elnubnub,Rock,150,0,0,15,0,3,1,3,1,0,9,0,Markus,Human,100,0,0,0,0,0,0,0,0,0,3,0,Kadreal,Mantis,100,0,0,0,0,0,0,0,0,0,1,0,
