BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
1,1,CIVILIAN,Civilian Sector,0%,0,0,4,15,"","The data you carry is vital to the remaining Federation fleet. You'll need supplies for the journey, so make sure to explore each sector before moving on to the next. But get to the exit before the pursuing Rebel fleet can catch up!  TIP: Fire -  If fire is spreading, consider opening airlocks and doors to vent the oxygen from parts of your ship. Fire is quickly extinguished without O2.","",10,30,16,15,2,4,100,2,2,0,0,2,1,0,1,1,0,2,0,0,ION CHARGEGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,0,0,0,0,0,0,0,0,0,0,0,Hassifa,Zoltan,70,0,0,0,0,0,0,0,0,0,0,0,Frederick,Zoltan,70,0,0,0,0,0,0,0,0,0,0,0,Nikmi,Zoltan,70,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2,1,CIVILIAN,Civilian Sector,3%,0,8,4,42,"","You locate the highest concentration of life forms and bring the ship alongside the station. Before you can begin to offload the survivors, a huge blast splits the station apart. Your ship is thrown away and some debris pierces your hull. You watch helplessly as the last of the survivors are consumed in the collapse of the station.","",18,26,15,15,2,4,100,2,2,0,0,2,1,0,1,1,0,2,0,0,ION CHARGEGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,0,0,0,0,0,0,0,0,0,1,0,Hassifa,Zoltan,70,0,0,0,0,0,0,0,0,0,1,0,Frederick,Zoltan,70,0,0,0,0,0,0,0,0,0,1,0,Nikmi,Zoltan,70,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
3,1,CIVILIAN,Civilian Sector,13%,0,8,5,57,"","","",18,18,14,14,2,5,99,2,2,0,0,2,1,0,1,1,0,2,0,0,ION CHARGEGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,2,0,0,0,1,0,1,0,4,2,0,Hassifa,Zoltan,70,0,2,0,0,0,0,0,0,0,2,0,Frederick,Zoltan,70,0,0,0,5,0,0,0,0,0,2,0,Nikmi,Zoltan,70,0,0,0,0,0,0,0,0,0,2,0,Justin,Rock,150,0,0,0,0,0,0,0,0,0,0,0,ZOLTAN_FIGHTER_P,3,16,0,10,2,99,10,3,1,0,1,0,1,2,1,1,3,0,1,SHOTGUN,LASER HEAVY 1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"ENERGY SHIELD",Tee Lek,Mantis,95,0,0,Jack Shirai,Mantis,92,0,0,,,,,,,,,,,true,3,false,,0,1
4,1,CIVILIAN,Civilian Sector,23%,0,8,5,72,"","Your jump leads to a completely unremarkable binary star system. There is nothing else around.","",18,18,13,14,2,5,100,2,2,0,0,2,0,0,1,1,0,2,1,0,ION CHARGEGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,2,0,0,0,2,0,2,0,4,3,0,Hassifa,Zoltan,70,0,2,0,0,0,0,0,0,0,3,0,Frederick,Zoltan,70,0,0,0,5,1,0,1,0,0,3,0,Nikmi,Zoltan,70,0,0,0,0,0,0,0,0,0,3,0,Justin,Rock,150,0,0,0,0,0,0,0,0,0,1,0,
5,1,CIVILIAN,Civilian Sector,33%,1,25,5,143,"","Their ship breaks apart and you are relieved to know that you are still one step ahead of the fleet.","",35,16,15,13,3,5,100,2,2,0,1,2,0,0,1,1,0,2,1,0,ION CHARGEGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,2,0,0,0,2,0,2,0,4,4,0,Hassifa,Zoltan,70,0,2,0,8,0,0,0,0,0,4,0,Frederick,Zoltan,70,0,0,0,5,1,0,1,0,0,4,0,Nikmi,Zoltan,4,0,0,0,0,0,0,0,0,0,4,0,Justin,Rock,150,0,0,0,0,0,0,0,0,0,2,0,
6,1,CIVILIAN,Civilian Sector,43%,2,34,5,201,"","You access the recent scans from the unguarded station. Your map has been updated with details of the surrounding area.","",14,16,14,12,3,5,100,3,2,2,0,2,0,0,1,1,0,2,0,0,ION CHARGEGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,2,0,0,0,2,0,2,0,4,5,0,Hassifa,Zoltan,70,0,2,0,12,0,0,0,0,0,5,0,Frederick,Zoltan,70,0,0,0,5,1,0,1,0,0,5,0,Nikmi,Zoltan,12,0,0,0,0,1,0,1,0,0,5,0,Justin,Rock,145,0,0,0,0,0,1,0,1,0,3,0,
8,1,CIVILIAN,Civilian Sector,62%,2,34,5,231,"","Scans reveal a number of asteroids with useful compositions. You extract some fuel.","",14,10,15,11,3,5,100,3,2,0,0,2,1,0,1,1,0,2,0,0,ION CHARGEGUN,,,,3,0,1,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,2,4,0,0,2,0,2,0,4,7,0,Hassifa,Zoltan,66,0,2,0,17,1,0,1,0,0,7,0,Frederick,Zoltan,65,0,0,0,5,2,0,2,0,0,7,0,Nikmi,Zoltan,28,0,0,0,0,1,0,1,0,0,7,0,Justin,Rock,150,6,0,0,0,0,1,0,1,12,5,0,
9,1,CIVILIAN,Civilian Sector,72%,3,42,5,288,"","The ship breaks apart and you feel relief in the knowledge that you will hopefully still be one step ahead of the fleet.","",22,10,16,11,3,5,100,3,2,0,0,2,2,0,1,1,0,2,0,0,ION CHARGEGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,2,4,0,0,2,0,2,0,4,8,0,Hassifa,Zoltan,70,0,2,0,21,1,0,1,0,0,8,0,Frederick,Zoltan,70,0,0,0,5,3,0,3,0,0,8,0,Nikmi,Zoltan,36,0,0,0,0,2,0,2,0,0,8,0,Justin,Rock,150,6,0,0,0,0,1,0,1,12,6,0,
10,1,CIVILIAN,Civilian Sector,82%,3,42,5,303,"","The space station here has a traveling merchant who shows you his wares.","Weapon: LASER CHARGEGUN 2, BEAM 2, LASER HEAVY 1, Crew: Rock, Rock, Engi, Drone: DEFENSE 1, ANTI DRONE, REPAIR, ",22,10,15,11,3,5,100,3,2,0,0,2,2,0,1,1,0,2,0,0,ION CHARGEGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,2,4,0,0,2,0,2,0,4,9,0,Hassifa,Zoltan,70,0,2,0,21,1,0,1,0,0,9,0,Frederick,Zoltan,70,0,0,0,5,3,0,3,0,0,9,0,Nikmi,Zoltan,44,0,0,0,0,2,0,2,0,0,9,0,Justin,Rock,150,6,0,0,0,0,1,0,1,12,7,0,
11,1,CIVILIAN,Civilian Sector,92%,4,79,5,404,"","The outpost hails you, The pompous bastards expected free service just because they defeated the Federation. Take this for the help.","",59,6,19,10,3,5,76,3,2,2,0,2,0,0,1,1,0,2,0,0,ION CHARGEGUN,,,,3,0,0,COMBAT BEAM,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,"ENERGY SHIELD","",AJ Hager,Zoltan,70,2,4,0,0,2,0,2,0,4,10,0,Hassifa,Zoltan,70,0,2,0,30,1,0,1,0,0,10,0,Frederick,Zoltan,70,0,0,0,5,3,0,3,0,0,10,0,Nikmi,Zoltan,52,0,0,0,0,2,0,2,0,0,10,0,Justin,Rock,150,7,0,0,0,1,1,1,1,14,8,0,
