BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
1,1,CIVILIAN,Civilian Sector,0%,0,0,3,15,"","The data you carry is vital to the remaining Federation fleet. You'll need supplies for the journey, so make sure to explore each sector before moving on to the next. But get to the exit before the pursuing Rebel fleet can catch up!  TIP: Asteroids -  Fighting in asteroid fields is dangerous, but use it to your advantage. Take out enemy Shields and let the rocks take care of the rest.","",10,30,16,0,0,3,100,8,0,0,0,4,1,0,1,1,0,2,0,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,0,0,0,0,0,0,0,0,0,0,0,Nathan,Human,100,0,0,0,0,0,0,0,0,0,0,0,Kirby,Human,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,CIVILIAN,Civilian Sector,0%,0,8,3,42,"","Take this bit of scrap as a down-payment. We'll use your jump signatures to follow you. You're really helping us out here. Added a quest marker to your map!","",18,30,15,0,0,3,100,8,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,0,0,0,0,0,0,0,0,0,1,0,Nathan,Human,100,0,0,0,0,0,0,0,0,0,1,0,Kirby,Human,100,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK_SCOUT,8,16,0,6,2,100,13,3,2,0,1,1,0,1,1,0,3,0,0,LASER BURST 2 A,BEAM 1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ROCK ARMOR",Matt,Rock,150,0,0,Bryan,Rock,150,0,0,false,,false,,0,1
3,1,CIVILIAN,Civilian Sector,0%,1,16,3,99,"","With the pirate ship destroyed, your ship's system is restored to full functionality. You salvage what you can from the debris.","",26,26,15,0,0,3,100,8,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,0,0,0,0,0,0,0,0,0,2,0,Nathan,Human,100,0,0,0,0,0,0,0,0,0,2,0,Kirby,Human,100,0,0,0,7,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,CIVILIAN,Civilian Sector,0%,2,31,3,167,"","Their ship breaks apart and you are relieved to know that you are still one step ahead of the fleet.","",41,25,17,1,0,3,100,8,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,0,0,0,0,0,0,0,0,0,3,0,Nathan,Human,100,0,0,0,0,0,0,0,0,0,3,0,Kirby,Human,100,0,0,0,11,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,CIVILIAN,Civilian Sector,8%,3,46,3,234,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",56,19,16,2,2,3,97,8,0,0,0,4,3,1,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,0,0,0,0,1,0,1,0,0,4,0,Nathan,Human,100,0,0,0,0,0,0,0,0,0,4,0,Kirby,Human,100,0,0,0,14,1,0,1,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,CIVILIAN,Civilian Sector,18%,4,62,3,303,"","You search the ship and discover that its cargo was new military-grade weaponry! It was somehow undamaged in the fight and can easily be mounted on the ship.","",72,15,15,2,2,3,100,8,0,0,0,4,4,0,1,1,0,2,2,0,LASER BURST 2,BEAM 1,ION CHAINGUN,0,0,0,,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,1,0,0,0,1,0,1,0,2,5,0,Nathan,Human,100,0,1,0,0,2,0,2,0,0,5,0,Kirby,Human,100,0,0,0,22,1,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,CIVILIAN,Civilian Sector,23%,4,62,4,318,"","","",72,9,14,2,2,4,83,8,0,0,0,4,3,1,1,1,0,2,2,0,LASER BURST 2,BEAM 1,ION CHAINGUN,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,2,0,0,0,1,0,1,0,4,6,0,Nathan,Human,70,0,1,0,3,3,0,3,0,0,6,0,Kirby,Human,70,0,0,0,22,2,0,2,0,0,6,0,Butters,Human,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,FED_SCOUT_P,4,16,0,10,2,100,13,3,0,2,2,2,0,1,1,0,3,0,0,LASER BURST 3,LASER BURST 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",Aisha,Human,100,0,0,Liam,Human,55,1,0,true,4,false,,0,1
8,1,CIVILIAN,Civilian Sector,32%,4,62,4,333,"","The mercenary ship masks its jump signature to mimic your own and then jumps off in the opposite direction. This should keep the Rebels guessing.","",60,9,13,2,2,4,84,8,0,0,0,4,3,0,1,1,0,2,2,0,LASER BURST 2,BEAM 1,ION CHAINGUN,0,0,0,,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,2,0,0,0,1,0,1,0,4,7,0,Nathan,Human,100,0,1,0,3,3,0,3,0,0,7,0,Kirby,Human,100,0,0,0,22,3,0,3,0,0,7,0,Butters,Human,100,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,FED_SCOUT_P,7,16,0,10,2,100,12,2,2,0,2,1,0,1,1,0,3,0,0,SHOTGUN,ION STUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"",Enzo Martin,Rock,150,0,0,Swampson,Human,100,0,0,false,,false,,0,1
9,1,CIVILIAN,Civilian Sector,32%,5,81,4,407,"","From the bits and pieces you find, you decide that this ship was gathering information. Nothing seems useful.","",79,8,12,2,2,4,91,8,0,0,0,4,4,0,1,1,0,2,2,0,LASER BURST 2,BEAM 1,ION CHAINGUN,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,2,0,0,0,1,0,1,0,4,8,0,Nathan,Human,85,0,1,0,3,4,0,4,0,0,8,0,Kirby,Human,100,0,0,0,26,3,0,3,0,0,8,0,Butters,Human,100,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,
10,1,CIVILIAN,Civilian Sector,32%,6,101,4,482,"","The slave ship is destroyed. They won't continue their evil trade, but many lives were probably lost on that ship.","",99,1,11,3,4,4,86,8,0,0,0,4,4,0,1,1,0,2,2,0,LASER BURST 2,BEAM 1,ION CHAINGUN,0,0,0,,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,"ADV SCANNERS, SYSTEM CASING","",AJ Hager,Human,100,3,0,0,0,1,0,1,0,6,9,0,Nathan,Human,85,0,2,0,3,4,0,4,0,0,9,0,Kirby,Human,100,0,0,0,32,4,0,4,0,0,9,0,Butters,Human,97,0,0,0,0,1,0,1,0,0,3,0,,,,,,,,,,,,,,,
