BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP WEAPON SLOT 4,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
1,1,CIVILIAN,Civilian Sector,0%,0,0,3,15,"","The data you carry is vital to the remaining Federation fleet. You'll need supplies for the journey, so make sure to explore each sector before moving on to the next. But get to the exit before the pursuing Rebel fleet can catch up!  TIP: Nebulas -  Passing through a Nebula will allow you to temporarily slow down the fleet advancement but they contain their own unique dangers.","",10,30,16,0,0,3,100,8,0,0,0,4,1,0,1,1,0,2,0,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",Mikhail,Human,100,0,0,0,0,0,0,0,0,0,0,0,Maria,Human,100,0,0,0,0,0,0,0,0,0,0,0,Remo,Human,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2,1,CIVILIAN,Civilian Sector,0%,1,0,3,60,"","They look like they don't want to fight. They are trying to escape.","",10,30,15,0,0,3,100,8,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",Mikhail,Human,100,1,0,0,0,0,0,0,0,2,1,0,Maria,Human,100,0,1,0,0,0,0,0,0,0,1,0,Remo,Human,100,0,0,0,9,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
3,1,CIVILIAN,Civilian Sector,0%,2,16,3,129,"","Their ship breaks apart and you are relieved to know that you are still one step ahead of the fleet.","",26,29,17,1,0,3,100,8,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",Mikhail,Human,100,1,0,0,0,0,0,0,0,2,2,0,Maria,Human,100,0,1,0,0,0,0,0,0,0,2,0,Remo,Human,100,0,0,0,14,0,0,0,0,0,2,0,,,,,,,,,,,,,,,
4,1,CIVILIAN,Civilian Sector,10%,2,37,3,176,"","Thank you. Here, have this extra scrap as payment.","",47,29,13,1,0,3,100,8,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",Mikhail,Human,100,1,0,0,0,0,0,0,0,2,3,0,Maria,Human,100,0,1,0,0,0,0,0,0,0,3,0,Remo,Human,100,0,0,0,14,0,0,0,0,0,3,0,,,,,,,,,,,,,,,CIRCLE_SCOUT,7,16,4,6,2,100,9,3,2,0,1,1,0,1,1,0,2,0,0,LASER BURST 1,BOMB STUN,,,2,0,0,ANTI DRONE,ANTI DRONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"NANO MEDBAY",Bjorn,Engi,100,0,0,Layla,Engi,100,0,0,,,,,,,,,,,false,,false,,0,1
5,1,CIVILIAN,Civilian Sector,20%,3,51,3,242,"","With the pirate ship destroyed, your ship's system is restored to full functionality. You salvage what you can from the debris.","",61,29,15,1,0,3,100,8,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",Mikhail,Human,100,1,0,0,0,0,0,0,0,2,4,0,Maria,Human,100,0,1,0,0,0,0,0,0,0,4,0,Remo,Human,100,0,0,0,20,0,0,0,0,0,4,0,,,,,,,,,,,,,,,
6,1,CIVILIAN,Civilian Sector,30%,4,66,3,309,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",26,27,17,2,0,3,100,9,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",Mikhail,Human,100,1,0,0,0,0,0,0,0,2,5,0,Maria,Human,100,0,1,0,0,1,0,1,0,0,5,0,Remo,Human,100,0,0,0,24,0,0,0,0,0,5,0,,,,,,,,,,,,,,,
7,1,CIVILIAN,Civilian Sector,40%,5,84,3,381,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",44,27,18,3,0,3,100,9,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",Mikhail,Human,100,1,0,0,0,0,0,0,0,2,6,0,Maria,Human,100,0,1,0,0,1,0,1,0,0,6,0,Remo,Human,100,0,0,0,28,0,0,0,0,0,6,0,,,,,,,,,,,,,,,
8,1,CIVILIAN,Civilian Sector,45%,5,84,3,396,"","","",44,27,17,3,0,3,100,9,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS, SYSTEM CASING","",Mikhail,Human,100,1,0,0,0,0,0,0,0,2,7,0,Maria,Human,100,0,1,0,0,1,0,1,0,0,7,0,Remo,Human,100,0,0,0,28,0,0,0,0,0,7,0,,,,,,,,,,,,,,,
9,1,CIVILIAN,Civilian Sector,50%,5,84,3,411,"","You find yourself surrounded by a group of mysterious alien vessels. They hail you and apparently have some valuable technology for sale.","Augment: FTL JUMPER, TELEPORT HEAL, SCRAP COLLECTOR, Weapon: LASER CHARGEGUN 2, BOMB STUN, BOMB FIRE, ",84,27,16,3,0,3,100,9,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS","",Mikhail,Human,100,1,0,0,0,0,0,0,0,2,8,0,Maria,Human,100,0,1,0,0,1,0,1,0,0,8,0,Remo,Human,100,0,0,0,28,0,0,0,0,0,8,0,,,,,,,,,,,,,,,
10,1,CIVILIAN,Civilian Sector,59%,6,117,3,506,"","The outpost hails you, The pompous bastards expected free service just because they defeated the Federation. Take this for the help.","",47,25,19,3,1,3,100,10,0,0,0,4,4,0,1,1,0,2,2,0,BEAM 1,LASER BURST 2,,0,0,0,,,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,"ADV SCANNERS","",Mikhail,Human,100,1,0,0,0,0,0,0,0,2,9,0,Maria,Human,100,0,1,0,0,1,0,1,0,0,9,0,Remo,Human,100,0,0,0,34,0,0,0,0,0,9,0,,,,,,,,,,,,,,,
